Sale_ID,Date,Brand,Shoe_Type,Color,Country,Sales_Channel,Price_USD,Units_Sold,Revenue_USD
S752,2025-01-25,Reebok,Sneakers,Red,India,Online,236.76,18,4261.68
S753,2025-12-21,Adidas,Boots,White,USA,Retail Store,168.1,19,3193.9
S754,2025-12-03,New Balance,Sports,Grey,Germany,Retail Store,103.68,20,2073.6
S755,2025-11-08,Puma,Formal,Blue,France,Retail Store,60.64,8,485.12
S756,2025-03-10,Reebok,Sneakers,Green,UAE,Mall,204.69,5,1023.45
S757,2025-06-03,Puma,Boots,Green,India,Mall,166.42,18,2995.56
S758,2025-04-22,Adidas,Sneakers,Green,France,Mall,147.36,7,1031.52
S759,2025-06-26,Skechers,Boots,White,India,Mall,226.66,5,1133.3
S760,2025-12-22,Skechers,Running,Blue,India,Retail Store,203.49,11,2238.39
S761,2025-10-26,Skechers,Boots,Red,UAE,Mall,63.37,19,1204.03
S762,2025-10-01,Reebok,Running,Grey,USA,Online,98.58,10,985.8
S763,2025-07-15,Nike,Boots,Black,UK,Retail Store,84.67,5,423.35
S764,2025-03-24,Skechers,Sports,White,Saudi Arabia,Online,193.67,10,1936.7
S765,2025-12-20,Adidas,Sneakers,Black,France,Retail Store,37.38,10,373.8
S766,2025-02-22,Skechers,Boots,Grey,Saudi Arabia,Online,155.38,20,3107.6
S767,2025-11-28,Reebok,Casual,Grey,Saudi Arabia,Mall,197.74,18,3559.32
S768,2025-05-28,Reebok,Formal,Red,Saudi Arabia,Mall,222.89,2,445.78
S769,2025-06-10,Nike,Running,Green,France,Online,105.26,18,1894.68
S770,2025-11-14,Adidas,Boots,Green,UAE,Mall,210.68,15,3160.2
S771,2025-07-08,New Balance,Boots,Grey,UK,Mall,54.34,19,1032.46
S772,2025-04-10,Reebok,Casual,Green,USA,Online,216.22,10,2162.2
S773,2025-03-30,Nike,Formal,Black,Germany,Retail Store,58.05,17,986.85
S774,2025-10-12,Adidas,Casual,Grey,Saudi Arabia,Retail Store,117.4,9,1056.6
S775,2025-01-03,Reebok,Boots,White,USA,Online,205.4,11,2259.4
S776,2025-06-15,Nike,Boots,Grey,Saudi Arabia,Mall,62.98,20,1259.6
S777,2025-06-04,New Balance,Sneakers,Blue,USA,Mall,80.44,16,1287.04
S778,2025-06-12,Adidas,Casual,Grey,USA,Mall,188.9,17,3211.3
S779,2025-03-23,New Balance,Sneakers,Red,USA,Retail Store,188.41,14,2637.74
S780,2025-04-24,Skechers,Sports,Blue,France,Retail Store,171.05,7,1197.35
S781,2025-04-22,New Balance,Formal,Grey,Saudi Arabia,Mall,182.67,20,3653.4
S782,2025-01-05,Skechers,Sports,Red,UK,Mall,149.4,4,597.6
S783,2025-11-11,Adidas,Running,Green,France,Retail Store,85.4,20,1708.0
S784,2025-02-28,Puma,Sneakers,Green,France,Online,106.05,13,1378.65
S785,2025-09-22,New Balance,Sneakers,Red,Germany,Online,69.95,12,839.4
S786,2025-06-01,Puma,Sneakers,Black,USA,Online,229.86,7,1609.02
S787,2025-10-03,Nike,Boots,Black,UK,Mall,158.35,18,2850.3
S788,2025-11-19,Skechers,Formal,Black,UK,Mall,118.19,7,827.33
S789,2025-12-26,Skechers,Running,Green,UAE,Online,131.64,14,1842.96
S790,2025-01-13,Skechers,Sports,Black,USA,Online,238.4,15,3576.0
S791,2025-01-28,Puma,Sneakers,Black,India,Online,63.74,6,382.44
S792,2025-05-13,Reebok,Formal,Green,Germany,Retail Store,158.97,14,2225.58
S793,2025-06-11,Reebok,Boots,Black,India,Online,141.3,1,141.3
S794,2025-11-25,Nike,Boots,Grey,USA,Mall,164.52,20,3290.4
S795,2025-02-07,New Balance,Running,Blue,Saudi Arabia,Mall,33.98,12,407.76
S796,2025-06-04,Nike,Sports,Red,Germany,Retail Store,221.87,20,4437.4
S797,2025-12-05,Reebok,Casual,Grey,UK,Online,235.07,1,235.07
S798,2025-07-20,Puma,Boots,White,France,Mall,154.33,18,2777.94
S799,2025-11-28,Nike,Sneakers,Grey,UK,Online,183.26,12,2199.12
S800,2025-01-22,New Balance,Sneakers,Red,India,Mall,232.95,1,232.95
S801,2025-02-13,Adidas,Boots,Green,UAE,Retail Store,185.59,10,1855.9
S802,2025-04-19,Skechers,Sneakers,White,UK,Online,63.56,14,889.84
S803,2025-04-24,Puma,Casual,Black,UK,Mall,156.78,20,3135.6
S804,2025-10-18,New Balance,Formal,Green,India,Online,163.48,2,326.96
S805,2025-05-29,Puma,Running,White,UAE,Mall,123.31,3,369.93
S806,2025-09-07,Puma,Casual,Green,UAE,Online,192.02,11,2112.22
S807,2025-02-21,New Balance,Running,White,France,Retail Store,235.56,10,2355.6
S808,2025-08-19,New Balance,Boots,Blue,UAE,Mall,233.63,11,2569.93
S809,2025-03-20,New Balance,Sports,Blue,Germany,Online,129.18,19,2454.42
S810,2025-01-03,Adidas,Casual,Green,UAE,Mall,54.91,11,604.01
S811,2025-08-12,Puma,Casual,Green,UAE,Retail Store,246.67,9,2220.03
S812,2025-09-03,Reebok,Sports,Blue,Germany,Mall,214.56,15,3218.4
S813,2025-02-25,Skechers,Sneakers,Black,Saudi Arabia,Retail Store,57.43,6,344.58
S814,2025-03-13,Adidas,Sports,Green,UAE,Online,232.59,18,4186.62
S815,2025-02-08,New Balance,Boots,Black,Saudi Arabia,Mall,221.38,1,221.38
S816,2025-10-24,New Balance,Casual,Black,India,Retail Store,144.14,13,1873.82
S817,2025-10-06,Reebok,Boots,White,France,Retail Store,160.08,18,2881.44
S818,2025-04-25,Skechers,Sports,White,Germany,Mall,117.78,19,2237.82
S819,2025-09-19,Reebok,Sports,Grey,USA,Mall,42.05,3,126.15
S820,2025-05-03,Skechers,Casual,Grey,UK,Retail Store,103.74,20,2074.8
S821,2025-03-23,New Balance,Sneakers,Green,Saudi Arabia,Online,206.63,6,1239.78
S822,2025-09-05,Nike,Casual,Red,UK,Online,31.02,12,372.24
S823,2025-05-16,Adidas,Running,Green,UK,Mall,103.37,12,1240.44
S824,2025-07-04,Reebok,Formal,Black,USA,Mall,117.6,13,1528.8
S825,2025-06-15,Skechers,Sneakers,Green,Saudi Arabia,Retail Store,148.23,4,592.92
S826,2025-05-15,New Balance,Sneakers,White,Germany,Mall,232.37,19,4415.03
S827,2025-07-13,New Balance,Boots,Black,India,Retail Store,106.2,12,1274.4
S828,2025-07-12,New Balance,Formal,Blue,Saudi Arabia,Retail Store,106.33,8,850.64
S829,2025-09-07,New Balance,Running,Grey,UK,Retail Store,192.25,16,3076.0
S830,2025-03-26,Nike,Sneakers,Green,France,Online,129.49,8,1035.92
S831,2025-03-18,Adidas,Sports,Grey,UAE,Online,79.41,6,476.46
S832,2025-12-05,Reebok,Sports,Green,USA,Retail Store,129.54,8,1036.32
S833,2025-12-12,Reebok,Casual,Grey,UK,Mall,60.99,16,975.84
S834,2025-07-30,Adidas,Running,White,India,Mall,68.81,1,68.81
S835,2025-03-24,Skechers,Sneakers,Black,India,Online,139.64,5,698.2
S836,2025-01-29,Puma,Casual,Grey,Germany,Mall,122.16,6,732.96
S837,2025-10-16,Skechers,Boots,Green,Saudi Arabia,Retail Store,231.27,1,231.27
S838,2025-02-13,Reebok,Sneakers,Red,Saudi Arabia,Retail Store,109.73,7,768.11
S839,2025-03-29,Reebok,Sneakers,White,Saudi Arabia,Mall,157.73,8,1261.84
S840,2025-04-04,Skechers,Sneakers,Blue,UK,Mall,169.1,20,3382.0
S841,2025-12-18,Reebok,Sneakers,Grey,USA,Online,32.88,11,361.68
S842,2025-07-13,Adidas,Running,Black,UK,Mall,175.98,13,2287.74
S843,2025-09-16,Adidas,Sneakers,Black,UK,Retail Store,69.17,14,968.38
S844,2025-11-11,Nike,Sneakers,Grey,Saudi Arabia,Online,241.44,20,4828.8
S845,2025-02-17,Skechers,Casual,Grey,India,Online,62.71,16,1003.36
S846,2025-12-14,New Balance,Formal,Blue,Saudi Arabia,Online,121.22,14,1697.08
S847,2025-12-24,Reebok,Casual,Red,Saudi Arabia,Retail Store,48.78,17,829.26
S848,2025-06-29,Skechers,Boots,Grey,USA,Retail Store,249.31,19,4736.89
S849,2025-03-10,Reebok,Casual,Black,France,Mall,140.48,9,1264.32
S850,2025-10-06,Puma,Casual,Black,UAE,Mall,160.98,14,2253.72
S851,2025-01-04,New Balance,Running,Grey,USA,Retail Store,44.76,19,850.44
S852,2025-12-02,Skechers,Sports,Red,France,Online,194.99,7,1364.93
S853,2025-03-21,Skechers,Sneakers,Blue,France,Mall,76.18,14,1066.52
S854,2025-08-05,Puma,Sneakers,Blue,UAE,Retail Store,227.57,19,4323.83
S855,2025-04-15,New Balance,Sneakers,Red,UK,Retail Store,75.13,14,1051.82
S856,2025-10-14,Reebok,Sports,Blue,India,Retail Store,71.95,18,1295.1
S857,2025-12-28,Skechers,Casual,Green,USA,Mall,38.04,13,494.52
S858,2025-04-28,Skechers,Casual,Black,UK,Mall,133.85,15,2007.75
S859,2025-07-25,New Balance,Sneakers,Green,UAE,Mall,154.27,11,1696.97
S860,2025-01-27,Reebok,Boots,Black,Saudi Arabia,Online,44.46,6,266.76
S861,2025-03-16,New Balance,Formal,Black,USA,Retail Store,200.62,16,3209.92
S862,2025-04-24,Nike,Sneakers,Black,UAE,Retail Store,129.72,12,1556.64
S863,2025-07-25,Skechers,Sneakers,Blue,UAE,Mall,145.37,20,2907.4
S864,2025-01-30,Skechers,Formal,Red,USA,Online,126.97,6,761.82
S865,2025-12-03,Puma,Casual,Black,Saudi Arabia,Mall,118.17,17,2008.89
S866,2025-09-19,Skechers,Casual,Grey,UK,Mall,153.12,17,2603.04
S867,2025-01-19,Adidas,Boots,Black,UK,Online,64.15,12,769.8
S868,2025-05-22,Puma,Boots,Red,Germany,Mall,70.02,13,910.26
S869,2025-04-13,Nike,Boots,Green,USA,Online,219.59,17,3733.03
S870,2025-10-09,Skechers,Sneakers,Grey,France,Retail Store,238.15,10,2381.5
S871,2025-05-22,New Balance,Casual,Red,Germany,Mall,112.13,8,897.04
S872,2025-01-03,Adidas,Formal,Grey,USA,Mall,89.56,9,806.04
S873,2025-02-07,Puma,Sports,Black,Saudi Arabia,Mall,171.68,17,2918.56
S874,2025-05-12,New Balance,Sports,Green,Germany,Retail Store,119.92,18,2158.56
S875,2025-10-16,Adidas,Sports,Red,UAE,Retail Store,35.58,16,569.28
S876,2025-10-28,Reebok,Running,Blue,USA,Retail Store,64.35,1,64.35
S877,2025-11-21,Skechers,Boots,White,Saudi Arabia,Retail Store,187.51,8,1500.08
S878,2025-07-31,New Balance,Sneakers,Black,UAE,Retail Store,174.96,12,2099.52
S879,2025-05-08,Nike,Formal,Green,UAE,Retail Store,35.96,10,359.6
S880,2025-02-08,Adidas,Formal,Blue,France,Online,78.83,18,1418.94
S881,2025-10-21,Adidas,Boots,Green,UK,Retail Store,80.84,9,727.56
S882,2025-04-13,Skechers,Casual,Blue,UK,Online,177.82,8,1422.56
S883,2025-04-14,New Balance,Sports,White,Saudi Arabia,Online,34.34,8,274.72
S884,2025-03-03,Skechers,Boots,Red,India,Online,52.9,3,158.7
S885,2025-10-05,Reebok,Sports,Grey,France,Retail Store,205.98,2,411.96
S886,2025-10-22,Reebok,Casual,Grey,France,Retail Store,69.28,9,623.52
S887,2025-04-24,Adidas,Running,Grey,Saudi Arabia,Retail Store,173.6,19,3298.4
S888,2025-09-02,Nike,Sneakers,Blue,Germany,Mall,82.4,18,1483.2
S889,2025-03-31,Nike,Boots,Grey,Germany,Retail Store,51.88,15,778.2
S890,2025-12-19,Nike,Boots,White,Germany,Mall,83.5,1,83.5
S891,2025-02-21,Puma,Sneakers,Blue,UK,Mall,188.9,11,2077.9
S892,2025-05-15,Puma,Formal,Grey,France,Retail Store,218.25,8,1746.0
S893,2025-04-05,Reebok,Casual,Red,UAE,Retail Store,212.65,16,3402.4
S894,2025-07-06,Puma,Formal,White,India,Online,117.38,13,1525.94
S895,2025-10-22,Nike,Boots,Blue,Saudi Arabia,Online,176.98,8,1415.84
S896,2025-10-12,Reebok,Casual,White,Saudi Arabia,Mall,75.1,14,1051.4
S897,2025-03-18,Nike,Casual,Red,Germany,Online,94.49,16,1511.84
S898,2025-11-19,New Balance,Boots,Blue,Saudi Arabia,Retail Store,227.19,17,3862.23
S899,2025-06-03,New Balance,Sneakers,Black,Germany,Online,32.86,9,295.74
S900,2025-12-20,Nike,Casual,Blue,Germany,Mall,48.81,6,292.86
S901,2025-02-19,Skechers,Sports,Blue,France,Retail Store,75.73,15,1135.95
S902,2025-10-14,Puma,Sports,Black,Germany,Online,35.84,18,645.12
S903,2025-06-29,Adidas,Sneakers,Grey,UAE,Mall,69.92,20,1398.4
S904,2025-10-03,Puma,Sports,Blue,UAE,Mall,158.27,6,949.62
S905,2025-09-07,Nike,Formal,Grey,France,Retail Store,122.71,15,1840.65
S906,2025-11-20,Adidas,Boots,Blue,Germany,Mall,226.39,5,1131.95
S907,2025-11-10,Reebok,Running,Black,UK,Retail Store,209.84,19,3986.96
S908,2025-04-27,Puma,Boots,Blue,UAE,Retail Store,105.2,11,1157.2
S909,2025-11-06,Puma,Formal,Blue,UAE,Mall,87.07,13,1131.91
S910,2025-09-24,Reebok,Casual,White,Saudi Arabia,Online,113.53,15,1702.95
S911,2025-03-06,Skechers,Sports,Green,UAE,Mall,159.86,8,1278.88
S912,2025-02-10,Adidas,Formal,Black,USA,Online,88.97,7,622.79
S913,2025-08-31,Nike,Running,Red,India,Online,167.31,18,3011.58
S914,2025-02-23,New Balance,Casual,Black,UAE,Retail Store,120.07,9,1080.63
S915,2025-06-08,Adidas,Boots,Blue,Germany,Mall,151.45,8,1211.6
S916,2025-03-06,New Balance,Casual,Black,USA,Mall,125.95,5,629.75
S917,2025-07-02,Reebok,Formal,Grey,France,Mall,94.78,11,1042.58
S918,2025-08-16,Skechers,Sneakers,White,India,Mall,238.66,5,1193.3
S919,2025-08-22,Reebok,Sneakers,Green,UAE,Mall,197.99,19,3761.81
S920,2025-06-08,Reebok,Sneakers,White,Saudi Arabia,Online,60.82,12,729.84
S921,2025-08-15,Puma,Formal,Blue,UK,Retail Store,221.06,10,2210.6
S922,2025-01-06,New Balance,Casual,Blue,France,Retail Store,137.23,1,137.23
S923,2025-10-01,Skechers,Formal,Red,France,Online,226.8,1,226.8
S924,2025-08-09,New Balance,Casual,Black,India,Retail Store,205.97,10,2059.7
S925,2025-04-07,New Balance,Formal,Red,UK,Online,123.55,14,1729.7
S926,2025-11-27,Reebok,Casual,Blue,USA,Retail Store,34.94,13,454.22
S927,2025-11-17,New Balance,Sneakers,Green,UAE,Retail Store,89.11,8,712.88
S928,2025-05-26,Puma,Formal,White,Saudi Arabia,Online,149.16,18,2684.88
S929,2025-04-04,Puma,Running,Green,Germany,Mall,169.37,5,846.85
S930,2025-08-20,Skechers,Sneakers,Red,UK,Retail Store,86.74,9,780.66
S931,2025-01-10,Nike,Sneakers,Black,UK,Online,60.66,5,303.3
S932,2025-05-25,Adidas,Boots,Red,UAE,Online,213.68,9,1923.12
S933,2025-04-30,Adidas,Running,Red,UK,Retail Store,246.57,3,739.71
S934,2025-08-04,Reebok,Sports,Red,UAE,Online,145.65,10,1456.5
S935,2025-06-19,Adidas,Running,Blue,Saudi Arabia,Retail Store,67.77,3,203.31
S936,2025-02-06,Reebok,Casual,White,Saudi Arabia,Retail Store,89.91,18,1618.38
S937,2025-07-15,Nike,Boots,White,Germany,Retail Store,34.05,1,34.05
S938,2025-05-07,Adidas,Formal,Green,Saudi Arabia,Online,231.15,2,462.3
S939,2025-09-24,Reebok,Formal,Green,France,Retail Store,55.91,7,391.37
S940,2025-03-23,Skechers,Sneakers,Grey,USA,Retail Store,156.83,2,313.66
S941,2025-09-04,Adidas,Sports,Black,Saudi Arabia,Mall,90.29,10,902.9
S942,2025-04-22,Adidas,Boots,Red,France,Online,151.92,4,607.68
S943,2025-03-27,New Balance,Running,Red,Saudi Arabia,Online,173.31,9,1559.79
S944,2025-01-05,New Balance,Boots,Red,UAE,Mall,212.54,2,425.08
S945,2025-03-21,Nike,Casual,White,Germany,Online,75.41,12,904.92
S946,2025-12-18,Puma,Boots,Black,USA,Retail Store,32.42,20,648.4
S947,2025-11-27,Skechers,Sneakers,Black,UK,Retail Store,60.11,5,300.55
S948,2025-04-30,New Balance,Boots,Blue,Saudi Arabia,Retail Store,228.0,11,2508.0
S949,2025-04-09,Skechers,Formal,Blue,UAE,Online,222.26,1,222.26
S950,2025-05-09,Reebok,Boots,Red,India,Retail Store,161.43,2,322.86
S951,2025-10-05,Adidas,Sneakers,White,India,Retail Store,162.11,16,2593.76
S952,2025-06-15,Puma,Sneakers,Grey,UK,Online,176.31,15,2644.65
S953,2025-09-29,Reebok,Sports,Blue,India,Retail Store,68.58,5,342.9
S954,2025-08-21,Skechers,Sneakers,Red,UAE,Online,231.17,1,231.17
S955,2025-01-10,Puma,Sneakers,White,France,Mall,122.13,20,2442.6
S956,2025-02-02,Reebok,Casual,Grey,UAE,Retail Store,114.29,18,2057.22
S957,2025-10-10,New Balance,Sports,Blue,Germany,Mall,144.16,5,720.8
S958,2025-06-14,Nike,Sneakers,Green,USA,Online,40.33,4,161.32
S959,2025-03-08,Nike,Casual,Black,Germany,Online,66.58,6,399.48
S960,2025-02-20,New Balance,Boots,Red,UAE,Retail Store,192.37,2,384.74
S961,2025-09-27,Skechers,Sneakers,Blue,USA,Retail Store,48.22,20,964.4
S962,2025-04-24,Skechers,Running,Black,UK,Mall,162.69,20,3253.8
S963,2025-09-09,Reebok,Boots,Black,France,Mall,83.98,3,251.94
S964,2025-08-01,Skechers,Running,Grey,France,Mall,115.65,12,1387.8
S965,2025-01-21,Puma,Running,White,India,Online,93.51,3,280.53
S966,2025-02-21,New Balance,Formal,White,UK,Mall,108.25,8,866.0
S967,2025-12-03,New Balance,Boots,White,India,Mall,188.19,8,1505.52
S968,2025-10-13,Skechers,Running,Green,India,Retail Store,95.37,14,1335.18
S969,2025-12-12,Skechers,Boots,Red,USA,Online,154.61,15,2319.15
S970,2025-04-03,Reebok,Sneakers,Blue,UAE,Online,134.73,18,2425.14
S971,2025-10-01,Reebok,Sports,Blue,India,Retail Store,176.01,20,3520.2
S972,2025-07-10,Skechers,Formal,Green,France,Mall,236.1,14,3305.4
S973,2025-05-04,New Balance,Casual,Red,Saudi Arabia,Mall,191.17,19,3632.23
S974,2025-05-11,Reebok,Formal,Red,USA,Mall,77.29,12,927.48
S975,2025-01-18,New Balance,Running,Grey,UK,Retail Store,36.86,10,368.6
S976,2025-01-04,Adidas,Casual,Blue,USA,Mall,87.7,10,877.0
S977,2025-05-22,New Balance,Sneakers,Grey,India,Online,160.92,18,2896.56
S978,2025-02-18,Reebok,Sports,White,UK,Retail Store,41.31,2,82.62
S979,2025-07-07,Adidas,Casual,Blue,Saudi Arabia,Retail Store,139.2,19,2644.8
S980,2025-02-17,Reebok,Sneakers,White,UAE,Online,161.31,19,3064.89
S981,2025-06-16,Adidas,Formal,Green,UAE,Mall,103.53,16,1656.48
S982,2025-02-18,Skechers,Sports,Black,UAE,Mall,199.6,20,3992.0
S983,2025-07-15,Nike,Sports,Blue,Saudi Arabia,Retail Store,53.45,3,160.35
S984,2025-08-02,Adidas,Boots,Green,Saudi Arabia,Mall,46.53,4,186.12
S985,2025-01-06,Nike,Sports,Grey,USA,Retail Store,190.2,13,2472.6
S986,2025-10-04,Adidas,Sports,Grey,UAE,Online,139.01,19,2641.19
S987,2025-03-20,Skechers,Boots,Red,Germany,Mall,181.45,2,362.9
S988,2025-10-22,Nike,Casual,Red,France,Retail Store,125.66,17,2136.22
S989,2025-03-17,Puma,Running,Red,India,Mall,84.21,5,421.05
S990,2025-01-26,Reebok,Sports,Black,Germany,Mall,210.2,18,3783.6
S991,2025-08-11,Adidas,Formal,Grey,UK,Retail Store,205.87,5,1029.35
S992,2025-07-22,Adidas,Sneakers,Grey,UAE,Mall,182.83,19,3473.77
S993,2025-05-07,Nike,Sports,Red,France,Mall,89.87,8,718.96
S994,2025-10-22,Nike,Boots,Red,Germany,Retail Store,159.85,3,479.55
S995,2025-06-28,Puma,Sports,Grey,UAE,Online,109.41,7,765.87
S996,2025-06-06,Puma,Sneakers,Red,India,Online,50.15,6,300.9
S997,2025-08-14,Adidas,Casual,Green,France,Online,231.81,2,463.62
S998,2025-02-13,Skechers,Running,White,India,Online,60.1,4,240.4
S999,2025-05-28,Puma,Boots,Black,France,Retail Store,239.05,1,239.05
S1000,2025-08-30,Puma,Casual,Green,India,Online,128.12,1,128.12
